tm,stn,ta,rn,vs
202204151900,226,14.1,-9.0,2384
202204151900,232,12.9,-9.0,3426
202204151900,235,9.8,-9.0,2000
202204151900,236,14.4,-9.0,2000
202204151900,238,13.9,-9.0,2000
202204151900,239,13.7,-9.0,1679
202204151900,243,10.4,-9.0,3195
202204151900,244,11.8,-9.0,2000
202204151900,245,11.2,-9.0,2000
202204151900,247,13.2,-9.0,2545
202204151900,248,11.9,-9.0,1822
202204151900,251,11.4,-9.0,4816
202204151900,252,10.3,-9.0,1861
202204151900,253,12.3,-9.0,4984
202204151900,254,13.3,-9.0,3665
202204151900,255,14.3,-9.0,-9
202204151900,257,12.0,-9.0,1656
202204151900,258,14.9,-9.0,4971
202204151900,259,14.6,-9.0,1482
202204151900,260,14.5,-9.0,2000
202204151900,261,11.6,-9.0,2000
202204151900,262,12.1,-9.0,2000
202204151900,263,15.6,-9.0,4802
202204151900,264,15.8,-9.0,3654
202204151900,266,12.7,-9.0,1138
202204151900,268,11.3,-9.0,2000
202204151900,271,8.6,0.0,2000
202204151900,272,10.1,0.0,2000
202204151900,273,14.7,-9.0,3333
202204151900,276,8.8,-9.0,5000
202204151900,277,9.4,-9.0,2000
202204151900,278,12.1,-9.0,2000
202204151900,279,16.9,-9.0,2000
202204151900,281,10.3,-9.0,4924
202204151900,283,9.9,-9.0,4539
202204151900,284,15.4,-9.0,2000
202204151900,285,17.1,-9.0,2000
202204151900,288,13.6,-9.0,5000
202204151900,289,16.5,-9.0,3033
202204151900,294,11.5,-9.0,4796
202204151900,295,12.0,-9.0,2000
202205150800,90,16.4,-9.0,5000
202205150800,93,10.3,-9.0,2000
202205150800,95,10.0,-9.0,5009
202205150800,98,12.1,-9.0,2955
202205150800,99,10.6,-9.0,2360
202205150800,100,7.2,-9.0,1765
202205150800,101,10.4,-9.0,2000
202205150800,102,13.0,-9.0,4384
202205150800,104,15.2,-9.0,2000
202205150800,105,14.5,-9.0,5000
202205150800,106,16.2,-9.0,5000
202205150800,108,14.0,-9.0,2000
202205150800,112,13.8,-9.0,2000
202205150800,114,10.8,-9.0,1994
202205150800,115,15.1,-9.0,2000
202205150800,119,14.1,-9.0,2000
202205150800,121,9.9,-9.0,2000
202205150800,127,11.5,-9.0,1911
202205150800,129,12.9,-9.0,1547
202205150800,130,14.9,-9.0,5000
202205150800,131,12.8,-9.0,3453
202205150800,133,13.4,-9.0,2000
202205150800,135,11.2,-9.0,4997
202205150800,136,11.8,-9.0,1986
202205150800,137,12.6,-9.0,5000
202205150800,138,15.5,-9.0,2000
202205150800,140,12.6,-9.0,2000
202205150800,143,15.3,-9.0,2000
202205150800,146,12.7,-9.0,2000
202205150800,152,14.2,-9.0,2000
202205150800,155,14.3,-9.0,2000
202205150800,156,14.1,-9.0,2000
202205150800,159,15.4,-9.0,5000
202205150800,162,15.8,-9.0,2000
202205150800,165,13.8,-9.0,2000
202205150800,168,14.2,-9.0,2000
202205150800,169,15.0,-9.0,5000
202205150800,170,14.7,-9.0,2000
202205150800,172,13.3,-9.0,1996
202205150800,174,12.7,-9.0,2000
202205150800,177,12.6,-9.0,3341
202205150800,181,12.5,-9.0,3773
202205150800,184,15.3,-9.0,5000
202205150800,185,14.4,-9.0,2000
202205150800,188,14.4,-9.0,2000
202205150800,189,18.2,-9.0,2000
202205150800,192,15.1,-9.0,2000
202205150800,201,13.8,-9.0,4504
202205150800,202,10.4,-9.0,2000
202205150800,203,12.3,-9.0,1856
202205150800,211,8.7,-9.0,1570
202205150800,212,8.5,-9.0,4645
202205150800,216,9.5,-9.0,2000
202205150800,217,10.1,-9.0,1698
202205150800,221,10.3,-9.0,1990
202205150800,226,10.5,-9.0,2889
202205150800,232,12.5,-9.0,4145
202205150800,235,13.7,-9.0,1989
202205150800,236,11.8,-9.0,1993
202205150800,238,10.0,-9.0,2000
202205150800,239,11.8,-9.0,1818
202205150800,243,13.6,-9.0,3961
202205150800,244,10.9,-9.0,1998
202205150800,245,13.0,-9.0,1897
202205150800,247,12.5,-9.0,5262
202205150800,248,10.6,-9.0,1952
202205150800,251,13.5,-9.0,4830
202205150800,252,13.3,-9.0,1353
202205150800,253,14.5,-9.0,5000
202205150800,254,13.2,-9.0,5000
202205150800,255,14.9,-9.0,5000
202205150800,257,16.0,-9.0,1500
202205150800,258,14.9,-9.0,5000
202205150800,259,14.1,-9.0,1952
202205150800,260,13.6,-9.0,2000
202205150800,261,13.0,-9.0,2000
202205150800,262,13.6,-9.0,2000
202205150800,263,14.5,-9.0,4732
202205150800,264,14.0,-9.0,5000
202205150800,266,14.1,-9.0,1492
202205150800,268,14.3,-9.0,2000
202205150800,271,10.2,-9.0,2000
202205150800,272,13.2,-9.0,2000
202205150800,273,13.0,-9.0,4425
202205150800,276,12.3,-9.0,5000
202205150800,277,14.3,-9.0,2000
202205150800,278,12.6,-9.0,2000
202205150800,279,14.5,-9.0,2000
202205150800,281,14.5,-9.0,4153
202205150800,283,15.3,-9.0,4905
202205150800,284,13.3,-9.0,2000
202205150800,285,13.8,-9.0,1995
202205150800,288,15.5,-9.0,5000
202205150800,289,13.4,-9.0,5211
202205150800,294,15.4,-9.0,5000
202205150800,295,15.3,-9.0,2000
202205151900,90,15.4,-9.0,5000
202205151900,93,19.0,-9.0,-9
202205151900,95,18.1,-9.0,5009
202205151900,98,17.5,-9.0,2831
202205151900,99,17.2,-9.0,1746
202205151900,100,13.1,-9.0,1567
202205151900,101,19.4,-9.0,2000
202205151900,102,14.7,-9.0,4541
202205151900,104,14.9,-9.0,2000
202205151900,105,17.6,-9.0,5000
202205151900,106,15.3,-9.0,5000
202205151900,108,17.8,-9.0,2000
202205151900,112,15.8,-9.0,1587
202205151900,114,18.2,-9.0,2000
202205151900,115,13.2,-9.0,2000
202205151900,119,16.8,-9.0,2000
202205151900,121,17.9,-9.0,2000
202205151900,127,17.8,-9.0,1932
202205151900,129,16.6,-9.0,1239
202205151900,130,15.1,-9.0,5000
202205151900,131,18.3,-9.0,4665
202205151900,133,17.7,-9.0,2000
202205151900,135,16.2,-9.0,4998
202205151900,136,18.3,-9.0,2000
202205151900,137,18.2,-9.0,-9
202205151900,138,16.9,-9.0,2000
202205151900,140,16.4,-9.0,2000
202205151900,143,20.2,-9.0,1950
202205151900,146,17.2,-9.0,2000
202205151900,152,15.8,-9.0,2000
202205151900,155,16.3,-9.0,2000
202205151900,156,17.2,-9.0,2000
202205151900,159,16.4,-9.0,5000
202205151900,162,16.2,-9.0,2000
202205151900,165,15.6,-9.0,2000
202205151900,168,16.5,-9.0,2000
202205151900,169,13.3,-9.0,5000
202205151900,170,16.8,-9.0,2000
202205151900,172,15.5,-9.0,2467
202205151900,174,16.7,-9.0,1996
202205151900,177,17.1,-9.0,5000
202205151900,181,17.6,-9.0,5000
202205151900,184,16.2,-9.0,4607
202205151900,185,14.8,-9.0,2000
202205151900,188,15.4,-9.0,2000
202205151900,189,17.1,-9.0,2000
202205151900,192,16.5,-9.0,2000
202205151900,201,15.9,-9.0,5660
202205151900,202,18.0,-9.0,2000
202205151900,203,17.4,-9.0,2000
202205151900,211,18.0,-9.0,2488
202205151900,212,18.4,-9.0,2298
202205151900,216,13.5,-9.0,2000
202205151900,217,17.0,-9.0,1666
202205151900,221,17.4,-9.0,2000
202205151900,226,17.2,-9.0,3693
202205151900,232,16.6,-9.0,5000
202205151900,235,14.4,-9.0,2000
202205151900,236,17.4,-9.0,2000
202205151900,238,16.9,-9.0,2000
202205151900,239,17.0,-9.0,2719
202205151900,243,16.1,-9.0,4721
202205151900,244,15.1,-9.0,2000
202205151900,245,15.6,-9.0,1923
202205151900,247,16.4,-9.0,4501
202205151900,248,14.4,-9.0,2000
202205151900,251,16.1,-9.0,5000
202205151900,252,15.5,-9.0,1995
202205151900,253,16.5,-9.0,4950
202205151900,254,16.2,-9.0,5000
202205151900,255,16.6,-9.0,5000
202205151900,257,17.4,-9.0,1230
202205151900,258,18.2,-9.0,4848
202205151900,259,17.1,-9.0,1239
202205151900,260,17.1,-9.0,2000
202205151900,261,15.4,-9.0,2000
202205151900,262,17.4,-9.0,2000
202205151900,263,18.5,-9.0,4919
202205151900,264,18.3,-9.0,4974
202205151900,266,16.8,-9.0,1336
202205151900,268,15.2,-9.0,2000
202205151900,271,16.6,-9.0,2000
202205151900,272,16.9,-9.0,2000
202205151900,273,17.1,-9.0,4499
202205151900,276,17.7,-9.0,4775
202205151900,277,14.6,-9.0,2000
202205151900,278,19.1,-9.0,2000
202205151900,279,19.0,-9.0,2000
202205151900,281,17.0,-9.0,4303
202205151900,283,16.9,-9.0,4708
202205151900,284,17.7,-9.0,2000
202205151900,285,19.4,-9.0,2000
202205151900,288,18.0,-9.0,4976
202205151900,289,18.8,-9.0,4537
202205151900,294,15.9,-9.0,5000
202205151900,295,16.0,-9.0,2000
202206150800,90,14.1,0.4,763
202206150800,93,14.5,0.2,800
202206150800,95,14.5,-9.0,5009
202206150800,98,14.3,-9.0,4112
202206150800,99,14.4,0.1,3635
202206150800,100,11.3,0.7,1803
202206150800,101,14.8,0.2,1462
202206150800,102,14.4,0.8,1051
202206150800,104,14.2,0.9,1769
202206150800,105,15.6,2.6,4677
202206150800,106,15.7,0.4,5000
202206150800,108,15.3,0.0,1304
202206150800,112,15.3,0.6,948
202206150800,114,14.6,0.6,1979
202206150800,115,18.1,4.6,15
202206150800,119,15.8,0.1,2000
202206150800,121,14.0,1.4,297
202206150800,127,15.1,0.1,1438
202206150800,129,16.9,0.4,3679
202206150800,130,16.1,0.6,1253
202206150800,131,16.2,0.0,2112
202206150800,133,16.4,0.7,1389
202206150800,135,14.8,-9.0,1444
202206150800,136,14.8,0.0,2000
202206150800,137,15.0,0.0,1534
202206150800,138,16.2,0.0,2000
202206150800,140,17.2,0.9,-9
202206150800,143,17.1,-9.0,2000
202206150800,146,19.7,-9.0,2000
202206150800,152,16.0,0.0,1124
202206150800,155,17.0,-9.0,2000
202206150800,156,18.7,0.2,1618
202206150800,159,17.5,-9.0,4540
202206150800,162,17.6,-9.0,2000
202206150800,165,19.8,-9.0,2000
202206150800,168,18.0,-9.0,2000
202206150800,169,17.7,0.0,14
202206150800,170,19.0,-9.0,2000
202206150800,172,19.2,0.0,1868
202206150800,174,17.0,0.0,1387
202206150800,177,16.0,0.2,1110
202206150800,181,15.5,-9.0,2847
202206150800,184,21.6,-9.0,3964
202206150800,185,20.6,-9.0,1603
202206150800,188,21.4,-9.0,2000
202206150800,189,20.5,0.0,1857
202206150800,192,17.0,0.1,2000
202206150800,201,14.4,1.3,1080
202206150800,202,14.9,0.4,667
202206150800,203,14.6,0.2,294
202206150800,211,13.9,0.5,3097
202206150800,212,14.1,1.5,3410
202206150800,216,11.8,2.9,486
202206150800,217,13.8,0.5,948
202206150800,221,13.7,0.7,429
202206150800,226,15.3,1.0,838
202206150800,232,15.6,0.1,1917
202206150800,235,17.6,1.0,1029
202206150800,236,15.8,10.2,134
202206150800,238,16.1,0.1,1999
202206150800,239,15.7,0.8,528
202206150800,243,19.7,-9.0,3416
202206150800,244,16.4,-9.0,2000
202206150800,245,19.2,0.0,1982
202206150800,247,17.2,-9.0,4157
202206150800,248,17.4,-9.0,1897
202206150800,251,18.7,0.0,3519
202206150800,252,19.2,-9.0,376
202206150800,253,16.7,-9.0,2329
202206150800,254,17.3,1.3,2333
202206150800,255,17.6,-9.0,2202
202206150800,257,17.5,-9.0,1470
202206150800,258,18.7,-9.0,2980
202206150800,259,19.5,-9.0,1759
202206150800,260,18.8,-9.0,2000
202206150800,261,20.9,-9.0,2000
202206150800,262,18.6,-9.0,2000
202206150800,263,17.6,-9.0,4482
202206150800,264,16.7,-9.0,5000
202206150800,266,18.2,-9.0,1731
202206150800,268,19.9,-9.0,1809
202206150800,271,14.2,0.4,1738
202206150800,272,14.0,0.3,415
202206150800,273,14.5,0.6,1372
202206150800,276,14.6,0.3,1581
202206150800,277,16.2,-9.0,1868
202206150800,278,15.9,-9.0,2000
202206150800,279,18.1,-9.0,2000
202206150800,281,16.0,-9.0,2294
202206150800,283,15.9,-9.0,2620
202206150800,284,16.4,-9.0,2000
202206150800,285,17.6,-9.0,2000
202206150800,288,17.9,-9.0,5000
202206150800,289,16.8,-9.0,5167
202206150800,294,17.7,-9.0,4998
202206150800,295,17.6,-9.0,2000
202206151900,90,15.4,-9.0,3029
202206151900,93,17.7,-9.0,-9
202206151900,95,16.5,1.0,5009
202206151900,98,17.0,0.5,937
202206151900,99,16.8,-9.0,2443
202206151900,100,11.8,-9.0,1377
202206151900,101,18.4,-9.0,2000
202206151900,102,15.3,-9.0,2395
202206151900,104,15.4,-9.0,2000
202206151900,105,16.6,-9.0,1460
202206151900,106,16.3,-9.0,4760
202206151900,108,19.9,-9.0,1984
202206151900,112,19.3,-9.0,464
202206151900,114,18.4,5.2,652
202206151900,115,17.9,-9.0,1987
202206151900,119,21.0,-9.0,1447
202206151900,121,18.4,2.5,1049
202206151900,127,20.3,0.0,1488
202206151900,129,20.2,0.1,1800
202206151900,130,17.1,-9.0,4499
202206151900,131,23.0,-9.0,1200
202206151900,133,22.3,-9.0,966
202206151900,135,19.1,4.6,2311
202206151900,136,22.8,-9.0,2000
202206151900,137,21.7,-9.0,4717
202206151900,138,19.3,2.2,2000
202206151900,140,21.4,-9.0,1190
202206151900,143,20.6,0.3,1262
202206151900,146,22.5,-9.0,2000
202206151900,152,22.6,-9.0,2000
202206151900,155,21.8,-9.0,2000
202206151900,156,23.6,-9.0,1017
202206151900,159,20.7,-9.0,3586
202206151900,162,21.5,-9.0,1967
202206151900,165,22.5,-9.0,1975
202206151900,168,21.4,-9.0,961
202206151900,169,21.9,-9.0,1573
202206151900,170,22.2,-9.0,996
202206151900,172,22.8,-9.0,1063
202206151900,174,23.3,-9.0,1135
202206151900,177,20.3,0.7,462
202206151900,181,22.2,-9.0,996
202206151900,184,25.6,-9.0,1301
202206151900,185,21.5,-9.0,388
202206151900,188,23.5,-9.0,1676
202206151900,189,21.5,-9.0,442
202206151900,192,22.6,-9.0,1775
202206151900,201,17.8,0.0,1655
202206151900,202,18.1,0.8,392
202206151900,203,18.1,0.0,211
202206151900,211,16.6,-9.0,1163
202206151900,212,17.6,1.3,4537
202206151900,216,16.9,-9.0,2000
202206151900,217,18.2,-9.0,1181
202206151900,221,18.6,1.2,829
202206151900,226,21.9,-9.0,851
202206151900,232,21.9,-9.0,855
202206151900,235,20.3,-9.0,407
202206151900,236,21.3,-9.0,1634
202206151900,238,21.1,-9.0,933
202206151900,239,21.3,-9.0,2076
202206151900,243,22.3,-9.0,2198
202206151900,244,21.9,-9.0,959
202206151900,245,22.4,-9.0,1468
202206151900,247,23.2,-9.0,1163
202206151900,248,21.2,-9.0,687
202206151900,251,22.5,-9.0,1614
202206151900,252,22.2,-9.0,1764
202206151900,253,22.6,-9.0,3220
202206151900,254,22.9,-9.0,1329
202206151900,255,22.1,-9.0,4307
202206151900,257,22.9,-9.0,1992
202206151900,258,23.0,-9.0,1556
202206151900,259,22.9,-9.0,939
202206151900,260,23.4,-9.0,1799
202206151900,261,21.5,-9.0,495
202206151900,262,22.1,-9.0,1432
202206151900,263,23.5,-9.0,3994
202206151900,264,23.7,-9.0,2168
202206151900,266,23.4,-9.0,1177
202206151900,268,22.5,-9.0,1277
202206151900,271,18.8,-9.0,2000
202206151900,272,18.5,-9.0,2000
202206151900,273,20.2,-9.0,3056
202206151900,276,19.8,0.3,977
202206151900,277,17.7,-9.0,2000
202206151900,278,20.7,0.0,2000
202206151900,279,20.1,0.4,981
202206151900,281,19.1,10.5,491
202206151900,283,23.0,-9.0,2310
202206151900,284,23.4,-9.0,2000
202206151900,285,23.4,-9.0,1996
202206151900,288,23.2,-9.0,4492
202206151900,289,22.6,-9.0,2679
202206151900,294,21.2,-9.0,3931
202206151900,295,21.2,-9.0,1338
202207150800,90,22.3,-9.0,4049
202207150800,93,22.9,-9.0,1100
202207150800,95,22.7,-9.0,2305
202207150800,98,22.9,-9.0,2896
202207150800,99,21.9,-9.0,4398
202207150800,100,20.2,-9.0,981
202207150800,101,23.1,-9.0,1509
202207150800,102,21.2,-9.0,809
202207150800,104,20.2,-9.0,193
202207150800,105,22.0,-9.0,1614
202207150800,106,21.0,-9.0,548
202207150800,108,24.1,-9.0,2000
202207150800,112,22.8,-9.0,1646
202207150800,114,23.0,-9.0,515
202207150800,115,22.7,-9.0,2000
202207150800,119,23.6,-9.0,1597
202207150800,121,22.4,-9.0,1860
202207150800,127,23.1,-9.0,715
202207150800,129,23.2,-9.0,1804
202207150800,130,21.9,-9.0,1423
202207150800,131,23.8,-9.0,1574
202207150800,133,23.9,-9.0,1834
202207150800,135,23.1,-9.0,3725
202207150800,136,23.2,-9.0,1724
202207150800,137,24.1,-9.0,434
202207150800,138,25.2,-9.0,2000
202207150800,140,23.3,-9.0,1164
202207150800,143,27.0,-9.0,2000
202207150800,146,24.3,-9.0,1622
202207150800,152,25.8,-9.0,2000
202207150800,155,26.4,-9.0,1575
202207150800,156,25.4,-9.0,1945
202207150800,159,25.9,-9.0,796
202207150800,162,24.3,-9.0,856
202207150800,165,25.1,-9.0,1719
202207150800,168,26.0,-9.0,2000
202207150800,169,25.8,-9.0,3149
202207150800,170,26.6,-9.0,1828
202207150800,172,25.3,-9.0,1983
202207150800,174,25.1,-9.0,1738
202207150800,177,22.6,-9.0,1232
202207150800,181,23.3,-9.0,469
202207150800,184,27.9,-9.0,2795
202207150800,185,26.7,-9.0,1988
202207150800,188,26.5,-9.0,2000
202207150800,189,27.7,-9.0,2000
202207150800,192,26.0,-9.0,1997
202207150800,201,23.7,-9.0,3857
202207150800,202,23.4,-9.0,801
202207150800,203,24.3,-9.0,1227
202207150800,211,23.3,-9.0,2743
202207150800,212,22.6,-9.0,1524
202207150800,216,20.7,-9.0,2000
202207150800,217,22.9,-9.0,1850
202207150800,221,22.9,-9.0,1179
202207150800,226,22.8,-9.0,1357
202207150800,232,23.4,-9.0,1331
202207150800,235,23.6,-9.0,1804
202207150800,236,21.2,-9.0,293
202207150800,238,20.6,-9.0,834
202207150800,239,22.4,-9.0,1298
202207150800,243,24.5,-9.0,2502
202207150800,244,20.8,-9.0,524
202207150800,245,24.8,-9.0,-9
202207150800,247,23.2,-9.0,1396
202207150800,248,20.2,-9.0,948
202207150800,251,24.1,-9.0,2180
202207150800,252,25.2,-9.0,1523
202207150800,253,25.8,-9.0,1129
202207150800,254,23.4,-9.0,1589
202207150800,255,27.1,-9.0,4628
202207150800,257,25.8,-9.0,4830
202207150800,258,26.4,-9.0,1034
202207150800,259,26.0,-9.0,1544
202207150800,260,26.0,-9.0,2000
202207150800,261,25.4,-9.0,1521
202207150800,262,25.9,-9.0,2000
202207150800,263,26.2,-9.0,2290
202207150800,264,24.5,-9.0,2668
202207150800,266,27.1,-9.0,1248
202207150800,268,25.8,-9.0,1918
202207150800,271,20.1,-9.0,938
202207150800,272,23.4,-9.0,1971
202207150800,273,25.0,-9.0,3275
202207150800,276,23.7,-9.0,4599
202207150800,277,25.7,-9.0,1980
202207150800,278,24.3,-9.0,2000
202207150800,279,26.0,-9.0,2000
202207150800,281,25.7,-9.0,3800
202207150800,283,26.3,-9.0,4074
202207150800,284,22.9,-9.0,2000
202207150800,285,24.6,-9.0,1907
202207150800,288,25.7,-9.0,2917
202207150800,289,24.1,-9.0,3245
202207150800,294,24.7,-9.0,1134
202207150800,295,26.1,-9.0,1996
202207151900,90,20.2,7.7,1266
202207151900,93,25.7,0.0,1800
202207151900,95,22.1,0.1,5009
202207151900,98,25.7,-9.0,5730
202207151900,99,26.0,0.0,5006
202207151900,100,20.6,-9.0,1501
202207151900,101,25.6,0.0,2760
202207151900,102,24.7,-9.0,1500
202207151900,104,21.4,0.0,1750
202207151900,105,24.9,0.0,5000
202207151900,106,23.0,0.0,2704
202207151900,108,28.3,-9.0,2000
202207151900,112,25.1,-9.0,1578
202207151900,114,28.0,-9.0,1470
202207151900,115,23.0,-9.0,1987
202207151900,119,27.3,-9.0,1979
202207151900,121,26.8,-9.0,2000
202207151900,127,28.2,-9.0,1942
202207151900,129,28.0,-9.0,1648
202207151900,130,24.4,-9.0,2162
202207151900,131,29.7,-9.0,2363
202207151900,133,28.9,-9.0,3738
202207151900,135,27.0,-9.0,4484
202207151900,136,29.1,-9.0,1999
202207151900,137,28.8,-9.0,5000
202207151900,138,28.9,-9.0,1985
202207151900,140,27.5,-9.0,2000
202207151900,143,31.4,-9.0,2025
202207151900,146,28.6,-9.0,2000
202207151900,152,28.5,-9.0,1949
202207151900,155,28.3,-9.0,2000
202207151900,156,29.9,-9.0,2000
202207151900,159,26.2,-9.0,1927
202207151900,162,25.5,-9.0,1335
202207151900,165,27.2,-9.0,1950
202207151900,168,27.2,-9.0,1683
202207151900,169,24.3,-9.0,2482
202207151900,170,27.4,-9.0,1670
202207151900,172,27.2,-9.0,2071
202207151900,174,27.9,-9.0,1723
202207151900,177,28.2,-9.0,3982
202207151900,181,28.4,-9.0,4053
202207151900,184,25.4,0.0,1451
202207151900,185,25.7,-9.0,1121
202207151900,188,25.1,0.4,1089
202207151900,189,25.4,-9.0,1155
202207151900,192,29.3,-9.0,2000
202207151900,201,23.6,-9.0,1459
202207151900,202,27.6,-9.0,2000
202207151900,203,27.2,-9.0,1987
202207151900,211,22.9,-9.0,5009
202207151900,212,27.3,-9.0,1887
202207151900,216,23.3,-9.0,2000
202207151900,217,25.4,-9.0,1205
202207151900,221,27.0,-9.0,1945
202207151900,226,27.4,-9.0,1915
202207151900,232,27.4,-9.0,2712
202207151900,235,25.5,-9.0,1786
202207151900,236,28.5,-9.0,3151
202207151900,238,27.3,-9.0,2000
202207151900,239,27.8,-9.0,2122
202207151900,243,26.2,-9.0,3934
202207151900,244,26.8,-9.0,1989
202207151900,245,27.5,-9.0,-9
202207151900,247,28.6,-9.0,2192
202207151900,248,24.2,-9.0,1998
202207151900,251,28.5,-9.0,4985
202207151900,252,26.9,-9.0,1781
202207151900,253,28.4,-9.0,3768
202207151900,254,28.7,-9.0,5000
202207151900,255,29.6,-9.0,4855
202207151900,257,30.4,-9.0,1418
202207151900,258,29.8,-9.0,4077
202207151900,259,29.3,-9.0,1618
202207151900,260,29.3,-9.0,2000
202207151900,261,28.6,-9.0,1852
202207151900,262,28.0,-9.0,1989
202207151900,263,32.6,-9.0,-9
202207151900,264,29.7,-9.0,3604
202207151900,266,29.9,-9.0,1336
202207151900,268,26.9,-9.0,1864
202207151900,271,24.2,-9.0,1999
202207151900,272,25.9,-9.0,2000
202207151900,273,25.8,-9.0,2153
202207151900,276,28.3,-9.0,5000
202207151900,277,24.8,-9.0,968
202207151900,278,30.0,-9.0,2000
202207151900,279,29.6,-9.0,2000
202207151900,281,29.4,-9.0,4786
202207151900,283,30.2,-9.0,1054
202207151900,284,29.2,-9.0,2000
202207151900,285,31.5,-9.0,2000
202207151900,288,31.9,-9.0,5000
202207151900,289,30.4,-9.0,4039
202207151900,294,26.1,-9.0,2215
202207151900,295,27.9,-9.0,1915
202208150800,90,27.7,-9.0,4823
202208150800,93,25.4,-9.0,2000
202208150800,95,25.5,0.8,5009
202208150800,98,27.2,0.0,4511
202208150800,99,27.1,-9.0,2239
202208150800,100,22.8,-9.0,2452
202208150800,101,26.6,-9.0,2011
202208150800,102,26.9,-9.0,393
202208150800,104,28.9,-9.0,2000
202208150800,105,28.4,-9.0,5000
202208150800,106,27.2,-9.0,5000
202208150800,108,27.7,-9.0,2000
202208150800,112,27.2,-9.0,2000
202208150800,114,27.1,-9.0,2000
202208150800,115,26.8,-9.0,2000
202208150800,119,28.1,-9.0,2000
202208150800,121,23.2,-9.0,1273
202208150800,127,27.1,-9.0,2000
202208150800,129,27.5,-9.0,2965
202208150800,130,28.8,-9.0,5000
202208150800,131,28.8,-9.0,5145
202208150800,133,28.1,-9.0,5000
202208150800,135,25.7,-9.0,4318
202208150800,136,26.7,-9.0,1947
202208150800,137,26.6,-9.0,4999
202208150800,138,29.7,-9.0,2000
202208150800,140,27.7,-9.0,2000
202208150800,143,29.4,-9.0,1994
202208150800,146,29.2,-9.0,2000
202208150800,152,29.5,-9.0,2000
202208150800,155,29.4,-9.0,2000
202208150800,156,28.7,-9.0,2000
202208150800,159,29.2,-9.0,5000
202208150800,162,27.9,-9.0,2000
202208150800,165,29.0,-9.0,2000
202208150800,168,27.1,-9.0,2000
202208150800,169,27.2,-9.0,3018
202208150800,170,29.8,-9.0,2000
202208150800,172,28.7,-9.0,1770
202208150800,174,28.0,-9.0,1976
202208150800,177,29.0,-9.0,5000
202208150800,181,28.0,-9.0,4439
202208150800,184,30.9,-9.0,5000
202208150800,185,29.1,-9.0,2000
202208150800,188,30.2,-9.0,2000
202208150800,189,29.2,-9.0,2000
202208150800,192,28.7,-9.0,1981
202208150800,201,27.4,-9.0,3750
202208150800,202,25.9,-9.0,1858
202208150800,203,27.2,-9.0,1884
202208150800,211,26.5,-9.0,5009
202208150800,212,27.1,-9.0,5009
202208150800,216,23.7,-9.0,2000
202208150800,217,25.8,-9.0,1540
202208150800,221,24.6,-9.0,1989
202208150800,226,25.9,-9.0,3208
202208150800,232,27.4,-9.0,4996
202208150800,235,28.0,-9.0,1987
202208150800,236,28.1,-9.0,5000
202208150800,238,28.5,-9.0,2000
202208150800,239,27.7,-9.0,1866
202208150800,243,28.4,-9.0,5000
202208150800,244,26.1,-9.0,2000
202208150800,245,28.4,-9.0,2000
202208150800,247,28.5,-9.0,5800
202208150800,248,26.8,-9.0,2000
202208150800,251,28.2,-9.0,5000
202208150800,252,28.5,-9.0,1496
202208150800,253,29.5,-9.0,5000
202208150800,254,28.4,-9.0,5000
202208150800,255,29.4,-9.0,5000
202208150800,257,30.2,-9.0,1803
202208150800,258,29.2,-9.0,4938
202208150800,259,29.2,-9.0,1575
202208150800,260,29.2,-9.0,2000
202208150800,261,29.0,-9.0,2000
202208150800,262,27.8,-9.0,2000
202208150800,263,29.3,-9.0,5000
202208150800,264,27.3,-9.0,3222
202208150800,266,27.9,-9.0,1881
202208150800,268,28.6,-9.0,2000
202208150800,271,24.4,-9.0,2000
202208150800,272,24.0,-9.0,747
202208150800,273,24.8,-9.0,1207
202208150800,276,24.9,-9.0,1103
202208150800,277,26.7,-9.0,2000
202208150800,278,28.7,-9.0,2000
202208150800,279,28.1,-9.0,2000
202208150800,281,27.7,-9.0,2709
202208150800,283,30.5,-9.0,3030
202208150800,284,27.7,-9.0,2000
202208150800,285,28.5,-9.0,1979
202208150800,288,29.7,-9.0,4952
202208150800,289,26.1,-9.0,2560
202208150800,294,28.2,-9.0,5000
202208150800,295,28.7,-9.0,2000
202208151900,90,32.3,0.0,5000
202208151900,93,27.2,0.9,1100
202208151900,95,27.2,6.6,5009
202208151900,98,26.0,36.1,805
202208151900,99,26.3,5.4,4376
202208151900,100,25.2,-9.0,1623
202208151900,101,27.7,1.4,1077
202208151900,102,25.3,-9.0,1054
202208151900,104,30.7,-9.0,2000
202208151900,105,32.1,-9.0,5000
202208151900,106,29.6,-9.0,5000
202208151900,108,27.9,0.7,1034
202208151900,112,26.8,0.0,682
202208151900,114,28.5,-9.0,2000
202208151900,115,25.1,-9.0,2000
202208151900,119,28.4,0.0,1606
202208151900,121,27.6,0.0,2000
202208151900,127,29.2,-9.0,2000
202208151900,129,27.3,-9.0,1427
202208151900,130,29.6,-9.0,5000
202208151900,131,29.7,-9.0,4428
202208151900,133,28.5,-9.0,5000
202208151900,135,26.7,0.0,4167
202208151900,136,28.8,0.0,2000
202208151900,137,29.1,-9.0,5000
202208151900,138,32.1,-9.0,2000
202208151900,140,28.7,-9.0,2000
202208151900,143,31.1,-9.0,2000
202208151900,146,29.6,0.0,2000
202208151900,152,29.9,-9.0,2000
202208151900,155,29.4,-9.0,2000
