tm,stn,ta,rn,vs
202203151900,271,9.2,-9.0,1307
202203151900,272,10.9,-9.0,1371
202203151900,273,11.4,-9.0,2114
202203151900,276,10.3,-9.0,3262
202203151900,277,8.2,-9.0,1323
202203151900,278,11.2,-9.0,2000
202203151900,279,12.9,-9.0,1911
202203151900,281,12.2,-9.0,1175
202203151900,283,11.2,-9.0,1142
202203151900,284,14.0,-9.0,2000
202203151900,285,15.5,-9.0,2000
202203151900,288,14.2,-9.0,2188
202203151900,289,13.8,-9.0,2453
202203151900,294,11.5,-9.0,3673
202203151900,295,11.2,-9.0,2000
202204150800,90,10.5,-9.0,3405
202204150800,93,7.0,-9.0,2000
202204150800,95,6.9,-9.0,1392
202204150800,98,8.0,-9.0,682
202204150800,99,8.3,-9.0,2130
202204150800,100,4.0,-9.0,1637
202204150800,101,6.9,-9.0,2000
202204150800,102,8.4,-9.0,3913
202204150800,104,9.6,-9.0,2000
202204150800,105,9.6,-9.0,1343
202204150800,106,10.6,-9.0,4905
202204150800,108,10.1,-9.0,2000
202204150800,112,10.4,-9.0,2000
202204150800,114,7.8,-9.0,2000
202204150800,115,8.3,-9.0,2000
202204150800,119,10.7,-9.0,2000
202204150800,121,10.7,-9.0,2000
202204150800,127,8.0,-9.0,1949
202204150800,129,9.6,-9.0,1684
202204150800,130,10.3,-9.0,5000
202204150800,131,8.6,-9.0,2092
202204150800,133,9.2,-9.0,2000
202204150800,135,8.5,-9.0,4993
202204150800,136,9.8,-9.0,2000
202204150800,137,9.5,-9.0,4902
202204150800,138,10.6,-9.0,2000
202204150800,140,9.4,-9.0,2000
202204150800,143,10.3,-9.0,2000
202204150800,146,10.5,-9.0,2000
202204150800,152,10.5,-9.0,2000
202204150800,155,10.5,-9.0,2000
202204150800,156,12.2,-9.0,1979
202204150800,159,11.2,-9.0,5000
202204150800,162,11.2,-9.0,1997
202204150800,165,10.9,-9.0,2000
202204150800,168,10.9,-9.0,2000
202204150800,169,11.3,-9.0,4645
202204150800,170,12.9,-9.0,1995
202204150800,172,10.1,-9.0,1861
202204150800,174,11.3,-9.0,1854
202204150800,177,8.9,-9.0,4847
202204150800,181,8.6,-9.0,4113
202204150800,184,13.3,-9.0,3099
202204150800,185,13.6,-9.0,1970
202204150800,188,12.9,-9.0,2000
202204150800,189,13.5,-9.0,2000
202204150800,192,10.9,-9.0,2000
202204150800,201,9.2,-9.0,1958
202204150800,202,8.2,-9.0,2000
202204150800,203,9.0,-9.0,2000
202204150800,211,7.0,-9.0,5009
202204150800,212,6.3,-9.0,5009
202204150800,216,3.3,-9.0,2000
